지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),clouds
278,의성,2022-03-22,6.2,,1.2,62.4,1010.8,
278,의성,2022-03-23,3.5,0,0.9,76.5,1007.8,
278,의성,2022-03-24,5.4,,0.5,74.3,1010,
278,의성,2022-03-25,11.7,2.5,1.1,70.6,1006.7,
278,의성,2022-03-26,12.7,10.4,2,85,992.3,
278,의성,2022-03-27,10.2,,2.1,55.5,1004.1,
278,의성,2022-03-28,6.1,,0.8,54.8,1015.3,
278,의성,2022-03-29,8.1,,0.8,59.8,1014.2,
278,의성,2022-03-30,11.5,0.2,0.7,67.4,1009.8,
278,의성,2022-03-31,9.4,1.2,1.8,79.5,1013.3,
278,의성,2022-04-01,6.1,,0.9,75.1,1018.6,
278,의성,2022-04-02,6.9,,0.9,58.8,1016.3,
278,의성,2022-04-03,7.7,,0.8,52.4,1016.8,
278,의성,2022-04-04,9.4,,1.1,56.1,1016.3,
278,의성,2022-04-05,9.6,,1.4,48,1011.1,
278,의성,2022-04-06,11.9,,1.1,42.8,1009.3,
278,의성,2022-04-07,11.3,0.4,1.7,53.9,1006.5,
278,의성,2022-04-08,11.7,,1.1,48.8,1008.5,
278,의성,2022-04-09,15.6,,1.1,52.9,1004.8,
278,의성,2022-04-10,17,,1,50.6,1005.7,
278,의성,2022-04-11,19.3,,1.2,61.1,1002.8,
278,의성,2022-04-12,19.8,,1.1,62.4,999.8,
278,의성,2022-04-13,11.8,8.7,1.7,81.6,1005.5,
278,의성,2022-04-14,10.3,1.9,1.8,71,1008.7,
278,의성,2022-04-15,12.1,0,1.6,55.8,1006.8,
278,의성,2022-04-16,10.8,,1.2,54.8,1006.7,
278,의성,2022-04-17,11.7,,1.1,44.1,1007.1,
278,의성,2022-04-18,13.5,,0.9,46.8,1007,
278,의성,2022-04-19,13.7,,1.2,47.4,1006.4,
278,의성,2022-04-20,13.9,,1.2,46.8,1005.1,
278,의성,2022-04-21,11.4,,0.7,62.8,1002.7,
278,의성,2022-04-22,16.8,,1.5,64.9,1000,
278,의성,2022-04-23,18.5,,1.4,59.4,1002,
278,의성,2022-04-24,18,,1.2,60.9,1000.2,
278,의성,2022-04-25,19.5,0.7,0.7,61.5,1000.7,
278,의성,2022-04-26,16.9,13.9,0.6,94.6,992.7,
278,의성,2022-04-27,15.6,,1.2,65,1004.1,
278,의성,2022-04-28,15.2,,1.5,63.9,1006.8,
278,의성,2022-04-29,11.4,8.4,1.7,71.4,1006.2,
278,의성,2022-04-30,13.2,,1.3,65.5,1006.9,
278,의성,2022-05-01,12.5,,1.7,53.4,1002.8,
278,의성,2022-05-02,10.8,0.5,1.4,65.5,1003.6,
278,의성,2022-05-03,12,,1.3,64.9,1008.6,
278,의성,2022-05-04,15.8,,1.1,56,1008.5,
278,의성,2022-05-05,17.3,,0.9,60.9,1008,
278,의성,2022-05-06,18.2,,1.2,65,1005.4,
278,의성,2022-05-07,17.3,,1.6,67.3,1006.4,
278,의성,2022-05-08,15.8,,1.1,57.5,1008.7,
278,의성,2022-05-09,15.6,0.1,1.4,57,1008.3,
278,의성,2022-05-10,15.1,,1.2,49,1006.9,
278,의성,2022-05-11,18.8,,0.9,50.9,1004.4,
278,의성,2022-05-12,19.9,,0.9,61,1000.8,
278,의성,2022-05-13,15.4,4.8,0.7,83.4,997.9,
278,의성,2022-05-14,16.4,,2.1,51.4,1001.1,
278,의성,2022-05-15,14.1,,1.3,49.9,1002.9,
278,의성,2022-05-16,14.6,,1.4,52,1001.7,
278,의성,2022-05-17,17.3,,1.1,52.3,1003.6,
278,의성,2022-05-18,19.8,,1.3,49.3,1006.3,
278,의성,2022-05-19,18.2,,1,50.4,1006.6,
278,의성,2022-05-20,18.5,,0.9,54.8,1002.8,
278,의성,2022-05-21,19.7,,1.3,64,998.1,
278,의성,2022-05-22,22.1,,2,58.4,996.8,
278,의성,2022-05-23,22.2,,1.2,59.5,1001.3,
278,의성,2022-05-24,22.9,,1.1,57.3,1002.5,
278,의성,2022-05-25,23.3,,1.4,54.1,997.3,
278,의성,2022-05-26,20.2,0,2.1,50.4,993.6,
278,의성,2022-05-27,19.6,,2.5,51.1,990.8,
278,의성,2022-05-28,20.6,,1.3,53,995.4,
278,의성,2022-05-29,22,,1.1,45,994.8,
278,의성,2022-05-30,22.6,0,1.5,53.8,991.2,
278,의성,2022-05-31,22,,1.9,46.6,996.9,
278,의성,2022-06-01,21.9,,1.2,44.4,995.6,
278,의성,2022-06-02,21.9,,1.3,46.8,996.3,
278,의성,2022-06-03,22.1,,1.3,58.1,999.9,
278,의성,2022-06-04,21.7,,1.2,62.3,1001.1,
278,의성,2022-06-05,17.2,17.4,0.9,90.3,994.2,
278,의성,2022-06-06,17.4,7.3,1.1,86.4,991.1,
278,의성,2022-06-07,15.8,0.2,1,81.1,998.4,
278,의성,2022-06-08,17.2,0,0.8,75.6,1002.3,
278,의성,2022-06-09,19.3,,0.9,72.9,1003.5,
278,의성,2022-06-10,21.5,,0.9,67,1003.3,
278,의성,2022-06-11,21.4,,1.2,68,1002.4,
278,의성,2022-06-12,20.7,,1.1,68.1,1003.2,
278,의성,2022-06-13,19.6,,1.9,67,1000.9,
278,의성,2022-06-14,17,3.6,1.6,83.6,999.6,
278,의성,2022-06-15,18.8,1.8,0.8,87.6,996.7,
278,의성,2022-06-16,21.2,,1.6,72.5,997.4,
278,의성,2022-06-17,23.6,,1,67.6,997.3,
278,의성,2022-06-18,26.2,,1.3,67.8,996.4,
278,의성,2022-06-19,26.4,,1.3,67.8,996.5,
278,의성,2022-06-20,27,,1.1,66.6,993.7,
278,의성,2022-06-21,27.7,,1.1,65.9,992.9,
278,의성,2022-06-22,28.4,,1.2,61.1,996,
278,의성,2022-06-23,26.2,5,1.9,75.8,991.8,
278,의성,2022-06-24,26.1,34.9,1.8,77.9,987.9,
278,의성,2022-06-25,26.1,0,1.2,74.6,994.9,
278,의성,2022-06-26,25.3,2.5,0.8,88.1,999.6,
278,의성,2022-06-27,26.6,0.1,1.6,82.1,999.1,
278,의성,2022-06-28,29,0,3.4,66.9,995.3,
278,의성,2022-06-29,28.5,0,2.3,70.6,996.1,
278,의성,2022-06-30,27.5,0.7,1.2,80.4,1000.8,
278,의성,2022-07-01,28,,1,73,1004,
278,의성,2022-07-02,29.3,,1.1,64.8,1002.2,
278,의성,2022-07-03,28.4,4.8,1.1,72.4,998.5,
278,의성,2022-07-04,27.6,,0.9,76.5,995.5,
278,의성,2022-07-05,28.2,,1,73.4,995.1,
278,의성,2022-07-06,28.4,0,0.8,73.8,998.2,
278,의성,2022-07-07,29.3,,1.5,69.5,997,
278,의성,2022-07-08,28.4,0,1.5,73.1,992.2,
278,의성,2022-07-09,27.9,,1.2,72.8,991.8,
278,의성,2022-07-10,28.2,0,1.4,72.1,994.9,
278,의성,2022-07-11,25.4,2.4,0.7,89.9,996,
278,의성,2022-07-12,25.7,,1,76.8,998.4,
278,의성,2022-07-13,24.3,29,1,83.6,995.1,
278,의성,2022-07-14,26.4,0,1.2,81.9,989.6,
278,의성,2022-07-15,25.6,,1.2,75,989.3,
278,의성,2022-07-16,25,0,1.2,75.3,988.6,
278,의성,2022-07-17,25.1,,1.3,76.4,990.7,
278,의성,2022-07-18,22.2,29.9,0.5,96.6,990.4,
278,의성,2022-07-19,25.8,,0.9,81.4,992.1,
278,의성,2022-07-20,27.1,,1,75,995.8,
278,의성,2022-07-21,24.2,12.3,1.5,88.6,991.5,
278,의성,2022-07-22,24.7,0,1.2,79.8,995.3,
278,의성,2022-07-23,24.6,0,0.8,80.1,995.8,
278,의성,2022-07-24,25.9,10.5,0.9,85.8,992.9,
278,의성,2022-07-25,27.2,0.2,0.8,80.4,998.1,
278,의성,2022-07-26,25.7,17.4,0.9,85,1000,
278,의성,2022-07-27,24.2,,0.9,81.9,1001.1,
278,의성,2022-07-28,25.3,1,0.6,88.4,1002.1,
278,의성,2022-07-29,27.8,,0.9,77.9,1002.7,
278,의성,2022-07-30,27.1,0,0.9,79.4,1000.4,
278,의성,2022-07-31,26.6,2,0.7,88.3,997.6,
278,의성,2022-08-01,28.3,2,1.1,77.8,997.3,
278,의성,2022-08-02,27.8,0.2,1.4,84.3,999.8,
278,의성,2022-08-03,28,,1.1,81.9,1000.1,
278,의성,2022-08-04,28.3,,1.1,78.1,999,
278,의성,2022-08-05,28.2,0,0.9,80.8,996.3,
278,의성,2022-08-06,29.2,,1,76.3,995.8,
278,의성,2022-08-07,28.4,,0.8,78,996.8,
278,의성,2022-08-08,28,,0.9,79.5,997.4,
278,의성,2022-08-09,27.7,1.9,0.8,81.6,997.2,
278,의성,2022-08-10,25.9,13.8,0.5,92.9,996.5,
278,의성,2022-08-11,24.6,24.3,0.5,99.6,995.2,
278,의성,2022-08-12,27.7,0.7,0.9,81.6,995.7,
278,의성,2022-08-13,24.9,28,0.7,93.9,996.6,
278,의성,2022-08-14,27.4,12.2,0.5,91,996.2,
278,의성,2022-08-15,29.2,0,1.4,74.8,992.4,
278,의성,2022-08-16,24.6,28.8,1.1,92.9,994.4,
278,의성,2022-08-17,25.4,4.5,0.9,83.9,996.2,
278,의성,2022-08-18,24.4,,0.8,82.3,997.6,
278,의성,2022-08-19,25.1,,0.7,86,993.7,
278,의성,2022-08-20,25.6,12.6,0.8,91.5,992.5,
278,의성,2022-08-21,25.4,,0.7,74.6,995.7,
278,의성,2022-08-22,24.4,,0.8,79.6,994.9,
278,의성,2022-08-23,23.6,10.9,0.5,97.3,996.2,
278,의성,2022-08-24,22.2,1.7,0.9,85.4,998.9,
278,의성,2022-08-25,22.6,0.3,0.7,86.8,997.3,
278,의성,2022-08-26,22.6,,0.8,77.8,996.9,
278,의성,2022-08-27,21,,1.2,75,999.4,
278,의성,2022-08-28,19.9,,0.9,71.3,1005.3,
278,의성,2022-08-29,18.8,5.4,0.6,91.4,1006.2,
278,의성,2022-08-30,19.6,25.6,0.4,98.3,1001.2,
278,의성,2022-08-31,21,30.4,0.5,96.9,998.2,
278,의성,2022-09-01,20.6,,0.6,91.3,1003.7,
278,의성,2022-09-02,21.3,0,1.3,82,1006.5,
278,의성,2022-09-03,22.2,1,1.7,80.5,1005.3,
278,의성,2022-09-04,24.2,0,0.6,87,1000.6,
278,의성,2022-09-05,24.5,11.1,0.6,94.9,994.7,
278,의성,2022-09-06,20.9,25.3,2.5,84,992.2,
278,의성,2022-09-07,19.4,,0.9,78.6,1006.6,
278,의성,2022-09-08,19.9,,0.7,76.8,1007.9,
278,의성,2022-09-09,20,,1.1,75.3,1008.1,
278,의성,2022-09-10,19.8,0.2,0.7,80.6,1008.1,
278,의성,2022-09-11,21.7,,0.7,82.1,1005.3,
278,의성,2022-09-12,21.2,0,0.5,88,1004.6,
278,의성,2022-09-13,22.8,,1,76.8,1006.1,
278,의성,2022-09-14,22.7,,1.4,67.3,1006.9,
278,의성,2022-09-15,22.3,,1.2,75.9,1003.2,
278,의성,2022-09-16,23.5,,0.6,83.5,999.9,
278,의성,2022-09-17,25.5,0.3,0.6,83,998.1,
278,의성,2022-09-18,26.3,0,1.9,78.3,992.4,
278,의성,2022-09-19,22.9,0.4,3.1,73,988.9,
278,의성,2022-09-20,17.1,,1.2,73,1003.6,
278,의성,2022-09-21,15.3,,1,73,1008.1,
278,의성,2022-09-22,16.7,,0.6,77,1005.6,
278,의성,2022-09-23,17.9,,1.6,73.6,1002.5,
278,의성,2022-09-24,16,,0.9,69.6,1006.3,
278,의성,2022-09-25,16.7,,0.5,79.9,1006.5,
278,의성,2022-09-26,16.5,,0.4,87.3,1006.8,
278,의성,2022-09-27,17.8,,0.7,79.4,1006,
278,의성,2022-09-28,16.5,,0.6,81.8,1004.2,
278,의성,2022-09-29,17.2,0,0.6,81.5,1004.4,
278,의성,2022-09-30,17.2,,0.6,73.5,1005.9,
278,의성,2022-10-01,17.2,,0.6,72.8,1007.7,
278,의성,2022-10-02,18.6,0.8,0.5,79.6,1007.5,
278,의성,2022-10-03,23.2,7.6,0.9,85.9,1003.7,
278,의성,2022-10-04,19.3,21.7,1.1,93,1002.1,
278,의성,2022-10-05,16.1,,0.8,80.1,1009.6,
278,의성,2022-10-06,16.9,,0.8,81,1008.1,
278,의성,2022-10-07,14.8,1.2,1.1,82.3,1008.7,
278,의성,2022-10-08,12.4,,0.9,81.5,1014.6,
278,의성,2022-10-09,12.8,2.2,0.6,93.5,1007.9,
278,의성,2022-10-10,11.6,1.7,2.7,70.9,1003.3,
278,의성,2022-10-11,11.2,,1.5,71.9,1010.3,
278,의성,2022-10-12,11.2,,0.7,82.3,1016.6,
278,의성,2022-10-13,13.6,,0.7,81.1,1014.8,
278,의성,2022-10-14,13.9,,0.6,85.4,1010.3,
278,의성,2022-10-15,16.7,,0.5,81.9,1009.1,
278,의성,2022-10-16,17.6,,0.7,80.9,1007.5,
278,의성,2022-10-17,12.3,,1.9,65.1,1007.1,
278,의성,2022-10-18,6.6,,0.8,70.9,1011.8,
278,의성,2022-10-19,6.4,,0.8,69.3,1015.3,
278,의성,2022-10-20,8.2,,0.5,70.6,1017.2,
278,의성,2022-10-21,10.6,,0.5,76,1014.2,
278,의성,2022-10-22,12.2,,0.8,72.3,1010.1,
278,의성,2022-10-23,12.4,,0.9,75.6,1007.5,
278,의성,2022-10-24,8.8,,1.1,73,1010.1,
278,의성,2022-10-25,8,,1.1,72,1017.6,
278,의성,2022-10-26,9.2,,0.6,75.5,1017.5,
278,의성,2022-10-27,10.8,,0.5,76.1,1014.5,
278,의성,2022-10-28,10.4,,0.9,83.3,1016.2,
278,의성,2022-10-29,12.4,,0.7,77.9,1016.5,
278,의성,2022-10-30,10.5,,0.8,82.3,1016,
278,의성,2022-10-31,10.2,,0.5,78.3,1014.4,
278,의성,2022-11-01,10.3,,0.6,77,1011.2,
278,의성,2022-11-02,8.1,,0.5,72.9,1010.1,
278,의성,2022-11-03,7.5,,0.6,68.6,1008.3,
278,의성,2022-11-04,5.9,,1.4,50.5,1011.1,
278,의성,2022-11-05,3,,0.7,54.6,1014.4,
278,의성,2022-11-06,4.7,,0.6,67.6,1014.5,
278,의성,2022-11-07,6.4,,0.4,69.4,1013,
278,의성,2022-11-08,8.2,,0.6,71.4,1014.4,
278,의성,2022-11-09,7.8,,0.5,73.5,1014.7,
278,의성,2022-11-10,8.7,,0.4,75.5,1014.5,
278,의성,2022-11-11,11.1,,0.3,78.6,1015.9,
278,의성,2022-11-12,15.5,,0.8,76.9,1007.5,
278,의성,2022-11-13,15.1,12.4,1.9,73.3,1003.9,
278,의성,2022-11-14,8.6,,0.6,82.3,1007.5,
278,의성,2022-11-15,5.6,0.2,0.8,82.1,1007.1,
278,의성,2022-11-16,6.1,0.1,1,76.6,1009.9,
278,의성,2022-11-17,5.6,,0.4,74.3,1013.9,
278,의성,2022-11-18,5.9,,0.4,72.3,1016.1,
278,의성,2022-11-19,7.8,,0.5,81,1013.3,
278,의성,2022-11-20,9.1,,0.4,80.9,1010,
278,의성,2022-11-21,8.7,,0.5,79.6,1010.9,
278,의성,2022-11-22,9.5,3.5,0.3,86.5,1010.2,
278,의성,2022-11-23,10.6,1.4,0.9,85.3,1005.9,
278,의성,2022-11-24,4.7,,0.3,83.1,1010.9,
278,의성,2022-11-25,4.9,,0.4,78.4,1008.6,
278,의성,2022-11-26,6.2,,1.3,61.9,1006.7,
278,의성,2022-11-27,3.4,,0.3,59,1011.2,
278,의성,2022-11-28,6.7,10.8,0.4,77.8,1006.9,
278,의성,2022-11-29,10.4,29.6,1.5,70.8,1003.6,
278,의성,2022-11-30,-1.2,,2.8,36.1,1018.4,
278,의성,2022-12-01,-3.3,,1.1,48.3,1020.2,
278,의성,2022-12-02,-3.9,,0.6,69.9,1019.5,
278,의성,2022-12-03,0.2,,0.3,75.3,1015.3,
278,의성,2022-12-04,0.8,,1.2,44.6,1018.3,
278,의성,2022-12-05,-1.8,,0.8,46.3,1017.1,
278,의성,2022-12-06,-3.2,,0.5,76.9,1013.3,
278,의성,2022-12-07,0.8,,0.8,79.1,1012.8,
278,의성,2022-12-08,-0.3,,0.3,75.9,1015.2,
278,의성,2022-12-09,0,,0.3,78.1,1012.6,
278,의성,2022-12-10,0.7,0,0.4,73.9,1009.5,
278,의성,2022-12-11,-0.2,,0.5,71.8,1011.8,
278,의성,2022-12-12,1.5,0,0.4,67,1009.7,
278,의성,2022-12-13,0.9,1.2,2,82,1006.9,
278,의성,2022-12-14,-5.9,,2.7,56.4,1015.8,
278,의성,2022-12-15,-3.9,0,0.5,72.3,1014.6,
278,의성,2022-12-16,-2,,0.9,47.9,1017.9,
278,의성,2022-12-17,-4.9,,1.1,57.4,1013.5,
278,의성,2022-12-18,-8.9,,1.7,60.1,1011.9,
278,의성,2022-12-19,-7.6,,0.9,66.6,1015.7,
278,의성,2022-12-20,-4.8,,0.5,68.8,1016.1,
278,의성,2022-12-21,-2.1,4.4,0.3,90,1002.4,
278,의성,2022-12-22,-4.6,,2.6,57.9,997.8,
278,의성,2022-12-23,-7.4,,2.7,57.5,1000.1,
278,의성,2022-12-24,-9.7,,0.5,68.5,1008.8,
278,의성,2022-12-25,-7.2,,0.8,71.3,1011.8,
278,의성,2022-12-26,-6.7,,0.3,76.9,1015,
278,의성,2022-12-27,-5.5,,0.4,69.5,1017.9,
278,의성,2022-12-28,-3.2,,1.3,68.9,1018.5,
278,의성,2022-12-29,-5,,0.9,66.8,1021.4,
278,의성,2022-12-30,-4.3,,0.7,74.8,1020.8,
278,의성,2022-12-31,-4,,1,73.9,1019.7,
279,구미,2022-01-01,-3.1,,0.5,42.1,1024.3,
279,구미,2022-01-02,-1,,0.6,55.1,1020.1,
279,구미,2022-01-03,-1.2,,0.8,52.5,1019.7,
279,구미,2022-01-04,1.4,,1.1,37.5,1020.6,
279,구미,2022-01-05,-0.4,,0.1,41.9,1021.4,
279,구미,2022-01-06,1.2,,1.1,41.4,1021.4,
279,구미,2022-01-07,-1.2,,0.2,44.4,1023.1,
279,구미,2022-01-08,1,,0.6,48.4,1018.3,
279,구미,2022-01-09,1.9,,0.3,68.9,1016.2,
279,구미,2022-01-10,1.8,,0.3,59.8,1013.9,
279,구미,2022-01-11,-1.5,0,2.2,42.8,1012.3,
279,구미,2022-01-12,-3,,1.7,39.9,1015.6,
279,구미,2022-01-13,-3,,2.1,40.5,1014,
279,구미,2022-01-14,-2.8,,1,34.5,1018.9,
279,구미,2022-01-15,0.1,,0.3,46.5,1017.1,
279,구미,2022-01-16,2.3,0,1.3,47.6,1017.4,
279,구미,2022-01-17,-0.6,0.1,1.8,47.9,1019.9,
279,구미,2022-01-18,-2.9,,1,32.9,1021.5,
279,구미,2022-01-19,-1.4,0,0.8,49.5,1017.9,
279,구미,2022-01-20,-2.1,,0.9,47,1021.8,
279,구미,2022-01-21,-2.6,,0.3,52.3,1024.5,
279,구미,2022-01-22,1.7,,0.3,51.4,1020.7,
279,구미,2022-01-23,6,,0.2,55.6,1015.1,
279,구미,2022-01-24,5.2,,0.7,54.5,1016.9,
279,구미,2022-01-25,3,0.8,0.1,80.1,1015.8,
279,구미,2022-01-26,3.2,,0.9,57.9,1018.1,
279,구미,2022-01-27,2.6,,1.2,39.4,1017.7,
279,구미,2022-01-28,1.5,,1.5,34.3,1017.4,
279,구미,2022-01-29,0.7,,1.6,33.1,1015,
279,구미,2022-01-30,0.6,,1.2,33.9,1015.2,
279,구미,2022-01-31,1,,1.4,35.8,1017.7,
279,구미,2022-02-01,1.4,0,1.7,51.5,1018.6,
279,구미,2022-02-02,1,,1.6,39.5,1021.3,
279,구미,2022-02-03,0.3,,1.5,37.1,1020,
279,구미,2022-02-04,-0.8,0,2,43,1017.8,
279,구미,2022-02-05,-2.9,0,2.6,43.5,1018.9,
279,구미,2022-02-06,-0.8,0,1.8,42.1,1021.3,
279,구미,2022-02-07,0.1,,1.3,35.3,1021.7,
279,구미,2022-02-08,0.9,,0.9,42.5,1021,
279,구미,2022-02-09,1.2,,0.3,47,1019.4,
279,구미,2022-02-10,4.1,,1,34,1016.3,
279,구미,2022-02-11,2.7,,0.3,43.4,1019.7,
279,구미,2022-02-12,3.7,,0.3,44.1,1018.9,
279,구미,2022-02-13,4.6,,0.4,61.6,1015.9,
279,구미,2022-02-14,5.9,0,0.8,54.5,1013.8,
279,구미,2022-02-15,0,0,2.4,43,1014,
279,구미,2022-02-16,-3.4,0,2.3,42.6,1016.2,
279,구미,2022-02-17,-4,,1.5,35.5,1021.3,
279,구미,2022-02-18,-1.8,,0.3,42.5,1024,
279,구미,2022-02-19,1.7,,0.9,42.6,1016.4,
279,구미,2022-02-20,-2,,2.3,32.3,1019,
279,구미,2022-02-21,0.9,,1.5,41.9,1021.7,
279,구미,2022-02-22,-0.2,,1.9,34.5,1024.6,
279,구미,2022-02-23,-2.6,,1.7,31.6,1025.7,
279,구미,2022-02-24,0.1,,1.4,29.8,1023.9,
279,구미,2022-02-25,4.2,,1.2,46,1020.7,
279,구미,2022-02-26,6.4,0.3,1.2,49.3,1012.9,
279,구미,2022-02-27,6.2,,1.7,31.4,1015.7,
279,구미,2022-02-28,6.2,,0.4,35.1,1015.3,
279,구미,2022-03-01,8.3,0,0.7,49.4,1008.4,
279,구미,2022-03-02,5.6,,1.6,40,1011.4,
279,구미,2022-03-03,7.2,,0.9,41.5,1012,
279,구미,2022-03-04,8.6,,0.9,44.5,1007.3,
279,구미,2022-03-05,6.3,,2.8,26.9,1008,
279,구미,2022-03-06,4,,1.7,24.3,1014.6,
279,구미,2022-03-07,4.2,,0.6,29.9,1014.5,
279,구미,2022-03-08,6.7,,0.6,38.3,1013,
279,구미,2022-03-09,8.7,,0.4,45.4,1015.6,
279,구미,2022-03-10,8.7,,0.3,49.5,1015.1,
279,구미,2022-03-11,10.6,0,0.2,52.4,1012.6,
279,구미,2022-03-12,14.4,,0.7,66,1010,
279,구미,2022-03-13,15.5,4.4,0.3,83.6,1005.5,
279,구미,2022-03-14,11.4,1.4,1.5,77.6,1006.1,
279,구미,2022-03-15,10.2,,1,56.1,1008,
279,구미,2022-03-16,12.7,,0.6,51.8,1009.8,
279,구미,2022-03-17,8.9,8.8,0.7,77.1,1014.7,
279,구미,2022-03-18,6.2,7,0.9,78.4,1006.2,
279,구미,2022-03-19,4.5,6.6,0.7,83.1,1004.3,
279,구미,2022-03-20,6.5,,0.8,63.6,1013.1,
279,구미,2022-03-21,7.5,,0.7,47.9,1017.3,
279,구미,2022-03-22,8.6,,1.1,40.6,1015.7,
279,구미,2022-03-23,5.5,0,0.6,65,1012.7,
279,구미,2022-03-24,7.7,,0.4,63,1014.7,
279,구미,2022-03-25,12.6,4.1,1.2,68.8,1011,
279,구미,2022-03-26,14,9.7,1.7,75.9,997.2,
279,구미,2022-03-27,11.8,,2,36.3,1009.2,
279,구미,2022-03-28,8.3,,0.6,41.8,1020,
279,구미,2022-03-29,9.9,,0.5,54.8,1019,
279,구미,2022-03-30,13.5,0,0.4,57.9,1014.5,
279,구미,2022-03-31,12,0.2,1.2,67.4,1017.7,
279,구미,2022-04-01,8.7,,0.7,56.6,1023.2,
279,구미,2022-04-02,9.8,,0.9,44.5,1021.1,
279,구미,2022-04-03,10.3,,0.7,37.9,1021.6,
279,구미,2022-04-04,12,,0.8,41.8,1021.2,
279,구미,2022-04-05,13,,1,31.6,1015.9,
279,구미,2022-04-06,14.8,,1.1,27.6,1014.2,
279,구미,2022-04-07,13.2,2.2,1.4,46.4,1011.6,
279,구미,2022-04-08,14.3,,1,35.3,1013.4,
279,구미,2022-04-09,17.3,,0.7,47.8,1009.6,
279,구미,2022-04-10,19,,0.9,47.4,1010.6,
279,구미,2022-04-11,19.6,,1.2,62.5,1007.8,
279,구미,2022-04-12,21,,0.9,59.5,1004.7,
279,구미,2022-04-13,13.2,10.6,1.4,79.8,1009.8,
279,구미,2022-04-14,10.5,2.3,1,72.5,1013.4,
279,구미,2022-04-15,13.1,,0.9,53.3,1011.6,
279,구미,2022-04-16,12.5,,1,45.6,1011.7,
279,구미,2022-04-17,14.5,,1,31.3,1012.1,
279,구미,2022-04-18,16.3,,0.9,36.5,1011.9,
279,구미,2022-04-19,16.7,,1,32.1,1011.2,
279,구미,2022-04-20,16.6,,0.8,34.4,1009.9,
279,구미,2022-04-21,13,,0.4,59,1007.7,
279,구미,2022-04-22,17.8,,0.8,62,1005,
279,구미,2022-04-23,19.5,,1.1,53,1006.7,
279,구미,2022-04-24,20.7,,1,53.3,1004.9,
279,구미,2022-04-25,20.9,2.3,0.7,57,1005.4,
279,구미,2022-04-26,17.7,14.8,0.5,86.5,997.5,
279,구미,2022-04-27,17.6,,1.2,50.6,1008.8,
279,구미,2022-04-28,16.2,,1.3,58.4,1011.4,
279,구미,2022-04-29,12.3,10.1,1.1,68.1,1011.1,
279,구미,2022-04-30,14,,1,58.6,1011.8,
279,구미,2022-05-01,14.1,,1.6,41.1,1008,
279,구미,2022-05-02,13.1,0,1.1,51.9,1008.4,
279,구미,2022-05-03,14.3,,1,52.4,1013.5,
279,구미,2022-05-04,17.7,,1,47.8,1013.4,
279,구미,2022-05-05,19,,0.9,51.4,1012.9,
279,구미,2022-05-06,20.7,,1.1,55.5,1010.3,
279,구미,2022-05-07,19.4,,1.6,56.8,1011.3,
279,구미,2022-05-08,16.9,0.6,1.2,52.8,1013.4,
279,구미,2022-05-09,16.4,3.7,1,57.1,1013.1,
279,구미,2022-05-10,17.1,,1,44.1,1011.5,
279,구미,2022-05-11,20.3,,0.7,46.5,1009.2,
279,구미,2022-05-12,21.1,,0.8,53.5,1005.5,
279,구미,2022-05-13,16.3,3.9,0.6,80.1,1002.8,
279,구미,2022-05-14,17.5,,1.8,40.3,1006.2,
279,구미,2022-05-15,16.7,,1.4,34.4,1008,
279,구미,2022-05-16,17,,1,39.1,1006.6,
279,구미,2022-05-17,18.7,0,0.7,45.8,1008.5,
279,구미,2022-05-18,22,,1,42.5,1011,
279,구미,2022-05-19,20.8,,0.8,37.3,1011.4,
279,구미,2022-05-20,21.1,,0.8,44.3,1007.7,
279,구미,2022-05-21,22.4,,1.4,54.6,1003.2,
279,구미,2022-05-22,23.8,,1.4,46,1001.6,
279,구미,2022-05-23,24.3,,1.1,51.8,1006.2,
279,구미,2022-05-24,24.7,,1.1,40.5,1007.4,
279,구미,2022-05-25,24.5,0,1,46.1,1002.4,
279,구미,2022-05-26,21.3,0,1.7,39.9,998.8,
279,구미,2022-05-27,21.8,,1.8,41.3,995.7,
279,구미,2022-05-28,22.9,,1.2,39.6,1000.1,
279,구미,2022-05-29,23.9,0,1.1,37.8,999.7,
279,구미,2022-05-30,23.3,0,1.3,55,996.3,
279,구미,2022-05-31,23.3,,1.6,34.9,1002.1,
279,구미,2022-06-01,23.4,,0.9,37.4,1000.5,
279,구미,2022-06-02,24.2,,1.3,42.1,1001.2,
279,구미,2022-06-03,24.1,,1.2,52.8,1004.5,
279,구미,2022-06-04,22.9,,1.3,54.9,1005.8,
279,구미,2022-06-05,17.7,27.1,1.1,86.9,998.7,
279,구미,2022-06-06,18.2,11.3,0.7,81.9,995.9,
279,구미,2022-06-07,16.5,1.7,0.8,78.8,1003.2,
279,구미,2022-06-08,17.9,,0.7,72.8,1007.1,
279,구미,2022-06-09,19.3,0,0.8,73.9,1008.4,
279,구미,2022-06-10,22.2,,0.8,63.9,1008.2,
279,구미,2022-06-11,22.6,0.6,0.9,64.4,1007.1,
279,구미,2022-06-12,21.6,,1,62.4,1008,
279,구미,2022-06-13,20.9,,1.4,60.1,1005.4,
279,구미,2022-06-14,16.9,7.5,0.6,84.8,1004.5,
279,구미,2022-06-15,18.9,9.7,0.5,86.9,1001.6,
279,구미,2022-06-16,22,,1,68.9,1002.3,
