Date,Temperature,precipitation (mm),Humidity (%),Pressure (hPa),Condition,Wind Speed (m/s)
2022-09-06,24.5,69.2,75.1,989.3,rain,5.4
2022-09-07,23.3,,60.3,1007.3,clear,2.4
2022-09-08,22.7,,65.8,1008.3,clouds,2.6
2022-09-09,23.1,,71.8,1008.1,clouds,3.1
2022-09-10,22.8,,72.9,1008,clouds,3.2
2022-09-11,23.8,,76.1,1005.9,clouds,2.6
2022-09-12,24.5,,79,1005,clouds,2.6
2022-09-13,24.7,,75.9,1005.9,clouds,3.8
2022-09-14,24.3,,74.4,1006.3,clouds,4.2
2022-09-15,24.3,,75.5,1003.5,clouds,3.9
2022-09-16,25.1,,85,1000.9,clouds,2.5
2022-09-17,25.8,0.3,80.8,998.9,rain,2.4
2022-09-18,26.4,19,78.6,990.2,rain,4.7
2022-09-19,24.1,14.2,75.8,986.2,rain,5.6
2022-09-20,19.3,,63.1,1004,clouds,3.5
2022-09-21,18.9,,63.3,1008.4,clouds,3.1
2022-09-22,20.3,,72.8,1005.9,clouds,2.7
2022-09-23,22.4,,67.3,1002.8,clouds,3.1
2022-09-24,20,,51.6,1006.5,clouds,2.8
2022-09-25,20.3,0.1,64.6,1007.1,rain,2.2
2022-09-26,20.5,0.1,74.8,1007.3,rain,1.7
2022-09-27,21.6,0.1,76.3,1006.2,rain,2.1
2022-09-28,21.8,,77.3,1004.6,clouds,2.1
2022-09-29,22.6,,70.6,1005.2,clear,1.9
2022-09-30,22.1,,75.8,1006.9,clear,1.8
2022-10-01,23.4,,64.5,1008.3,clouds,1.8
2022-10-02,23.9,,77,1009.1,clouds,1.8
2022-10-03,24.2,2.9,89.1,1006.8,rain,6.7
2022-10-04,21.8,4.7,88.9,1003.8,rain,6.2
2022-10-05,18.3,0.1,75.9,1010,rain,3
2022-10-06,18.1,0.7,77.5,1009,rain,2
2022-10-07,17.2,0.1,71,1008.8,rain,2.8
2022-10-08,17.2,,61.9,1014.5,clouds,3.7
2022-10-09,17.3,1.4,75.5,1007.7,rain,2.7
2022-10-10,14.8,,55.9,1004.6,clouds,5.1
2022-10-11,14.7,,61.3,1010.7,clear,3
2022-10-12,17.1,,63,1016.1,clouds,2.5
2022-10-13,19,,62,1014.3,clouds,3.3
2022-10-14,19,,66.9,1010.2,clouds,2.9
2022-10-15,19.7,,68.9,1009.6,clouds,2.8
2022-10-16,20.4,,70.9,1008.1,clouds,2.4
2022-10-17,18.1,,50,1005.8,clear,4.3
2022-10-18,13.2,,40.8,1010.9,clear,4
2022-10-19,13,,41.5,1014.9,clear,2.8
2022-10-20,15.9,,44.3,1017.6,clear,2.3
2022-10-21,17.9,0.1,58.6,1014.7,rain,3.5
2022-10-22,19.2,0.1,61.8,1010.1,rain,3.2
2022-10-23,17,,62.5,1007.6,clouds,2.9
2022-10-24,13.8,,49.5,1009.7,clear,3.1
2022-10-25,13.7,,53.9,1017,clear,3.5
2022-10-26,15.9,,60.3,1017.4,clouds,2.3
2022-10-27,17.6,,59.5,1014.8,clear,1.6
2022-10-28,17.2,0.1,68.8,1015.8,rain,2.6
2022-10-29,15.7,,73,1016.9,clouds,2.7
2022-10-30,14.8,,72.8,1016.1,clouds,2.8
2022-10-31,15.9,,64.4,1014.3,clear,2.9
2022-11-01,17,,60.9,1011.1,clear,1.5
2022-11-02,16.7,,63.8,1010.2,clear,1.6
2022-11-03,16.4,,48,1007.8,clear,2.5
2022-11-04,11.6,,35,1010.1,clear,3.3
2022-11-05,10.6,,26.1,1013.6,clear,3.4
2022-11-06,12.2,,41.4,1014.6,clear,2.3
2022-11-07,14,,48.5,1013.3,clear,2.1
2022-11-08,15.4,,47.4,1014.9,clear,1.9
2022-11-09,15.2,,53,1015.2,clear,2.2
2022-11-10,16.9,,49.1,1014.9,clouds,2.4
2022-11-11,17.5,,69,1016.5,clear,2.8
2022-11-12,19.1,1.9,81.4,1009.7,rain,2.2
2022-11-13,17.8,24.8,76.6,1003.8,rain,4.4
2022-11-14,12.8,,67.4,1008,clouds,2.2
2022-11-15,11.3,,50.8,1007.1,clear,3.1
2022-11-16,12.8,,50.1,1010.7,clear,2.1
2022-11-17,12.8,,46,1013.9,clouds,2.8
2022-11-18,14.4,,61.3,1015.9,clear,2.8
2022-11-19,16.1,,65.5,1012.7,clouds,3.3
2022-11-20,15.3,0.1,70.6,1010.3,rain,2.3
2022-11-21,15.4,,66.1,1011.4,clouds,1.7
2022-11-22,14.6,10.9,76.9,1009.6,rain,2.1
2022-11-23,14.6,0.2,72.9,1005.8,rain,2.8
2022-11-24,12.9,,50.3,1010.7,clouds,2.3
2022-11-25,14.3,,65.4,1009.5,clouds,2.3
2022-11-26,15,,50.1,1006.6,clear,2.8
2022-11-27,13.6,,45.5,1011.1,clouds,2.4
2022-11-28,17.9,1.1,75.6,1007.7,rain,3.2
2022-11-29,14.9,22.4,72,1001.8,rain,4.6
2022-11-30,2.7,,29.3,1016.2,clouds,4.6
2022-12-01,0.7,,32.6,1019,clouds,3.1
2022-12-02,2.3,,40.4,1019.7,clouds,2.3
2022-12-03,7,,51.1,1015.7,clouds,2.2
2022-12-04,6.5,,32.1,1016.8,clouds,3.6
2022-12-05,3.5,,22.3,1015.5,clouds,3.9
2022-12-06,4.1,,40,1013.9,clear,3.7
2022-12-07,7.2,,44.6,1014.1,clouds,3.8
2022-12-08,7.8,,40.5,1015.5,clouds,2.3
2022-12-09,9.5,,42.5,1012.5,clouds,1.6
2022-12-10,9.3,,47.3,1008.8,clouds,2.5
2022-12-11,7.6,,40.8,1010.7,clear,4
2022-12-12,8,2,70.5,1009.5,rain,2.4
2022-12-13,6.4,,47.3,1008.1,clear,5.1
2022-12-14,-0.4,,41.8,1015.2,clear,3.7
2022-12-15,1.6,,48.9,1015.6,clear,3.5
2022-12-16,3.6,,32.1,1016.6,clouds,3.7
2022-12-17,0.4,,33.8,1013.1,clear,3.5
2022-12-18,-3.5,,35.9,1012.1,clear,3.1
2022-12-19,-0.6,,42.3,1016.3,clear,2.2
2022-12-20,3,,42,1015.9,clouds,2
2022-12-21,4.5,19.4,81.3,1002.4,rain,2.1
2022-12-22,0,0.1,49.1,997.8,snow,4.5
2022-12-23,-3.7,0.1,43.9,999.6,snow,7.3
2022-12-24,-2,,49.5,1006.5,clear,4.4
2022-12-25,1.7,,39.3,1010.3,clear,4.4
2022-12-26,2.9,,35.3,1013.5,clear,3.7
2022-12-27,3.8,,31.8,1016.5,clear,3.4
2022-12-28,2.9,,47.1,1018.2,clouds,2.9
2022-12-29,1.8,,46.1,1021.2,clear,2.7
2022-12-30,2.4,,52.5,1021,clear,2.4
2022-12-31,2.6,,50.3,1019.4,clear,3
